79116-1,2014,741,"Teenage Mutant Ninja Turtles",,,0,0,"Big Rig Snow Getaway",//rebrickable.com/sets/79116-1/big-rig-snow-getaway-teenage-mutant-ninja-turtles-2014,//rebrickable.com/img/sets-t/79116-1.jpg,//rebrickable.com/img/sets-s/79116-1.jpg,//rebrickable.com/img/sets-b/79116-1.jpg
70809-1,2014,736,"The LEGO Movie",,,0,0,"Lord Business&#039; Hideout",//rebrickable.com/sets/70809-1/lord-business-hideout-the-lego-movie-2014,//rebrickable.com/img/sets-t/70809-1.jpg,//rebrickable.com/img/sets-s/70809-1.jpg,//rebrickable.com/img/sets-b/70809-1.jpg
21020-1,2014,730,Architecture,,,0,0,"The Trevi Fountain",//rebrickable.com/sets/21020-1/the-trevi-fountain-architecture-2014,//rebrickable.com/img/sets-t/21020-1.jpg,//rebrickable.com/img/sets-s/21020-1.jpg,//rebrickable.com/img/sets-b/21020-1.jpg
60036-1,2014,729,Town,City,Arctic,0,0,"Arctic Base Camp",//rebrickable.com/sets/60036-1/arctic-base-camp-arctic-2014,//rebrickable.com/img/sets-t/60036-1.jpg,//rebrickable.com/img/sets-s/60036-1.jpg,//rebrickable.com/img/sets-b/60036-1.jpg
75043-1,2014,714,"Star Wars",,,0,0,AT-AP,//rebrickable.com/sets/75043-1/at-ap-star-wars-2014,//rebrickable.com/img/sets-t/75043-1.jpg,//rebrickable.com/img/sets-s/75043-1.jpg,//rebrickable.com/img/sets-b/75043-1.jpg
60062-1,2014,712,Town,City,Arctic,0,0,"Arctic Icebreaker",//rebrickable.com/sets/60062-1/arctic-icebreaker-arctic-2014,//rebrickable.com/img/sets-t/60062-1.jpg,//rebrickable.com/img/sets-s/60062-1.jpg,//rebrickable.com/img/sets-b/60062-1.jpg
70814-1,2014,707,"The LEGO Movie",,,0,0,"Emmet&#039;s Constructo-Mech",//rebrickable.com/sets/70814-1/emmets-constructo-mech-the-lego-movie-2014,//rebrickable.com/img/sets-t/70814-1.jpg,//rebrickable.com/img/sets-s/70814-1.jpg,//rebrickable.com/img/sets-b/70814-1.jpg
70725-1,2014,689,Ninjago,,,0,0,"Nindroid MechDragon",//rebrickable.com/sets/70725-1/nindroid-mechdragon-ninjago-2014,//rebrickable.com/img/sets-t/70725-1.jpg,//rebrickable.com/img/sets-s/70725-1.jpg,//rebrickable.com/img/sets-b/70725-1.jpg
79121-1,2014,682,"Teenage Mutant Ninja Turtles",,,0,0,"Turtle Sub Undersea Chase",//rebrickable.com/sets/79121-1/turtle-sub-undersea-chase-teenage-mutant-ninja-turtles-2014,//rebrickable.com/img/sets-t/79121-1.jpg,//rebrickable.com/img/sets-s/79121-1.jpg,//rebrickable.com/img/sets-b/79121-1.jpg
70134-1,2014,681,"Legends of Chima",,,0,0,"Lavertus&#039; Outland Base",//rebrickable.com/sets/70134-1/lavertus-outland-base-legends-of-chima-2014,//rebrickable.com/img/sets-t/70134-1.jpg,//rebrickable.com/img/sets-s/70134-1.jpg,//rebrickable.com/img/sets-b/70134-1.jpg
70147-1,2014,669,"Legends of Chima",,,0,0,"Sir Fangar&#039;s Ice Fortress",//rebrickable.com/sets/70147-1/sir-fangars-ice-fortress-legends-of-chima-2014,//rebrickable.com/img/sets-t/70147-1.jpg,//rebrickable.com/img/sets-s/70147-1.jpg,//rebrickable.com/img/sets-b/70147-1.jpg
